lAT, LON, type, SPs (30), SPs (60), SPs (100), SPs (150)
47.0753829, 15.4303445,0,14,18,24,32
47.0755596, 15.4301338,0,10,14,18,24
47.0846843, 15.4874772,0,11,15,20,27
47.0532777, 15.4842311,0,16,22,29,38
47.1008848, 15.4316369,0,17,22,30,40
47.1021907, 15.4389097,0,14,19,26,34
47.1043738, 15.4422692,2,16,21,28,37
47.0911366, 15.4580111,0,15,20,27,36
47.0923278, 15.4568586,0,15,21,28,36
47.0836994, 15.4192564,0,18,24,32,42
47.0709338, 15.4481062,3,11,14,19,26
47.0712539, 15.4242627,0,16,22,29,38
47.070887, 15.4340744,0,14,18,24,32
47.0710873, 15.4281911,0,14,19,25,33
47.0677818, 15.4507822,0,14,18,25,33
47.0691805, 15.4589419,0,14,18,24,32
47.0683659, 15.4599095,2,11,15,21,27
47.0536452, 15.4490039,0,15,20,27,36
47.0751288, 15.4582051,0,19,25,34,44
47.0603986, 15.4631565,0,14,19,26,34
47.0602501, 15.4636636,0,14,19,26,34
47.0712937, 15.4381649,0,13,17,23,30
47.0875739, 15.4294731,0,14,19,26,34
47.0800839, 15.4330797,0,16,21,28,37
47.0741307, 15.4352772,0,14,18,25,32
47.0848189, 15.4313999,0,13,18,24,32
47.0701241, 15.4099864,0,16,21,28,37
47.0684522, 15.4008319,0,12,16,22,29
47.0729564, 15.4079922,0,15,20,27,36
47.0375312, 15.4304564,0,17,22,30,39
47.0632134, 15.4579032,0,18,24,32,42
47.063395, 15.4583702,3,14,19,26,34
47.0665263, 15.4628445,0,18,24,32,42
47.0776869, 15.4636505,0,17,23,31,41
47.074162, 15.4201788,0,12,16,22,29
47.1135551, 15.4236849,3,11,15,21,27
47.0436439, 15.4875233,0,14,18,25,33
47.0653593, 15.4315684,0,17,23,31,41
47.0657795, 15.4316423,0,14,19,26,34
47.0658742, 15.4316564,0,13,17,23,31
47.0659761, 15.4316652,0,18,25,33,44
47.0660369, 15.4316763,0,15,20,27,36
47.0928294, 15.4565861,2,9,12,16,21
47.039735, 15.3963359,0,15,21,28,36
47.0399942, 15.3962742,0,16,21,28,38
47.094778, 15.4642076,0,15,20,27,36
47.097626, 15.4679107,0,16,21,28,37
47.1036766, 15.485852,0,14,19,26,34
47.0794591, 15.3967795,0,11,15,20,27
47.0576622, 15.4461674,0,14,18,25,32
47.0595272, 15.452055,0,12,16,22,29
47.0602347, 15.4643689,0,12,16,22,29
47.0602353, 15.4641728,1,11,15,21,27
47.0652634, 15.43156,0,16,21,28,37
47.0669237, 15.4271009,0,15,20,27,35
47.041389, 15.4295319,0,13,18,24,32
47.0402239, 15.414011,0,13,17,23,31
47.046643, 15.3885915,0,14,19,26,34
47.0467181, 15.4065166,0,17,23,31,41
47.0477983, 15.409294,2,9,13,17,23
47.0305688, 15.4560896,2,15,21,28,37
47.0602606, 15.4307743,0,13,18,24,31
47.0788382, 15.4272105,3,10,13,18,24
47.085035, 15.4377228,3,10,13,18,23
47.0858104, 15.4338513,0,12,16,22,29
47.0964353, 15.4393977,0,15,20,27,36
47.0803078, 15.4174819,0,15,21,28,37
47.0846804, 15.4565556,0,12,16,22,29
47.0875737, 15.4580091,0,17,23,31,40
47.070896, 15.457768,0,18,24,32,43
47.0381075, 15.4157458,3,15,21,28,37
47.0399609, 15.4034219,0,13,18,24,31
47.0401082, 15.4026502,2,17,23,31,41
47.0899448, 15.4161784,3,16,22,30,39
47.056311, 15.4815479,0,17,22,30,40
47.0563228, 15.4813296,2,13,17,23,31
47.0367548, 15.4622956,2,7,10,14,18
47.0433999, 15.4737974,0,20,27,36,47
47.0887178, 15.4544994,0,10,14,19,25
47.0892951, 15.4376604,1,14,19,26,34
47.089344, 15.4376497,0,20,27,37,48
47.0907729, 15.4523588,2,15,21,28,36
47.0909825, 15.4519649,0,17,23,30,40
47.0932032, 15.4376103,2,11,14,19,26
47.0966193, 15.4422188,2,10,14,18,24
47.0988777, 15.4483216,2,13,18,24,31
47.0989492, 15.4483867,0,17,23,31,41
47.0784459, 15.4108483,0,14,18,25,32
47.0978963, 15.4094704,0,13,17,23,30
47.0745704, 15.4301167,0,15,20,27,36
47.0748649, 15.4461388,0,17,23,31,41
47.0976752, 15.4679784,2,11,15,20,26
47.0777413, 15.452935,3,11,15,21,27
47.0817291, 15.4576854,0,13,17,23,30
47.0344405, 15.4631594,0,17,23,31,41
47.0346418, 15.4630792,2,15,20,27,36
47.0730269, 15.4141346,0,20,27,36,47
47.0726172, 15.4127898,0,17,23,30,40
47.0729411, 15.407058,0,14,19,26,34
47.0682549, 15.4357035,0,18,24,32,42
47.0960027, 15.401405,0,15,20,27,36
47.0596262, 15.3958491,0,13,17,23,30
47.0597267, 15.395857,0,16,22,29,38
47.0685004, 15.4437615,0,13,17,23,30
47.0755486, 15.4302988,0,14,19,25,33
47.0574216, 15.4330125,0,18,24,32,42
47.0621966, 15.466667,0,14,19,26,34
47.0730268, 15.454624,1,12,17,23,30
47.034734, 15.4537441,0,13,18,24,32
47.0789014, 15.4476299,0,17,23,31,40
47.0681025, 15.42022,2,13,18,24,31
47.1209067, 15.4238083,2,14,18,24,32
47.0705643, 15.4026767,0,13,18,24,32
47.065449, 15.4315836,0,15,20,27,36
47.0794257, 15.4678242,2,14,18,24,32
47.0869515, 15.4605757,0,10,14,19,25
47.0752476, 15.4304989,0,12,17,22,29
47.0401969, 15.4078281,0,12,16,22,29
47.0655954, 15.4316557,0,18,24,32,42
47.0541219, 15.4436721,0,17,22,30,39
47.054081, 15.4566494,0,16,21,29,38
47.0538602, 15.4567938,2,13,18,24,32
47.0541975, 15.4438515,2,12,17,23,30
47.0516173, 15.4585739,2,13,18,24,32
47.0573831, 15.4332261,2,12,16,21,28
47.0575662, 15.4339224,0,21,28,37,49
47.0594929, 15.4273022,3,9,12,16,21
47.05203, 15.4550744,0,16,21,29,38
47.0585745, 15.4303672,0,11,15,20,27
47.0894026, 15.4600976,0,14,19,26,34
47.0567401, 15.4747648,0,12,16,22,29
47.0517943, 15.4552079,2,12,16,21,28
47.0420212, 15.4706819,1,12,16,21,28
47.0419298, 15.470483,0,19,25,34,45
47.0362305, 15.4800092,1,14,19,26,34
47.0437338, 15.4874358,2,13,17,23,30
47.0705514, 15.4030511,0,16,21,29,38
47.0690842, 15.3962509,0,15,20,26,35
47.0691261, 15.3959132,2,16,22,29,39
47.0750503, 15.4997276,2,10,13,18,24
47.079229, 15.467921,0,15,21,28,36
47.0574829, 15.4514184,0,16,22,30,39
47.0577439, 15.4520245,0,10,14,19,25
47.0588749, 15.407367,1,16,21,28,37
47.0589072, 15.4070087,0,19,25,34,44
47.0574579, 15.4333571,0,14,19,26,34
47.050774, 15.3943741,0,17,22,30,39
47.0429213, 15.4375782,1,16,22,29,38
47.0671988, 15.4824463,0,13,17,23,30
47.0982957, 15.4041101,0,15,20,26,35
47.0486788, 15.4524255,0,11,14,19,25
47.0624948, 15.4230134,0,13,18,24,32
47.0765866, 15.4073194,0,15,20,27,36
47.0875837, 15.4124085,1,16,22,29,39
47.1024345, 15.4249691,0,15,20,26,35
47.0819841, 15.4542366,0,16,22,29,39
47.0928946, 15.4069589,3,12,16,21,28
47.0389601, 15.4523117,1,14,19,26,34
47.0912079, 15.4302161,1,15,20,26,35
47.0604806, 15.4305458,0,19,26,34,45
47.0926531, 15.4063991,0,14,19,25,33
47.0986466, 15.4181551,0,13,18,24,32
47.0333925, 15.4435955,0,15,20,26,35
47.0677381, 15.4246913,2,12,16,22,29
47.0683776, 15.4545925,0,15,20,27,36
47.105982, 15.488031,0,14,18,25,32
47.0672571, 15.4420328,0,10,14,18,24
47.0688313, 15.4415607,0,14,19,26,34
47.0844536, 15.4598585,1,14,18,25,33
47.0789538, 15.4674948,0,10,14,19,25
47.0625978, 15.4512194,2,14,19,26,34
47.067327, 15.441733,0,18,24,33,43
47.0662052, 15.4658613,0,16,21,28,38
47.0738488, 15.4077154,0,16,22,29,38
47.0662436, 15.4624351,0,11,15,20,27
47.0754373, 15.4308113,0,16,21,28,37
47.0734285, 15.4190499,0,15,20,27,35
47.0741752, 15.4401082,0,16,21,29,38
47.0859943, 15.4202517,0,16,21,28,37
47.0633193, 15.44338,3,11,15,20,27
47.0707241, 15.4396996,0,14,19,26,34
47.0694264, 15.4424774,0,13,17,23,30
47.0805172, 15.450841,0,14,19,26,34
47.0728631, 15.4049043,0,12,17,22,29
47.066387, 15.4508574,0,18,24,32,42
47.041069, 15.4127494,0,12,17,22,29
47.0683609, 15.4455458,0,12,17,22,29
47.0819928, 15.4331648,0,15,20,26,35
47.1135098, 15.4237786,0,12,16,21,28
47.0724405, 15.4416738,0,13,18,24,32
47.0472541, 15.4154389,2,12,17,22,30
47.0334308, 15.4322877,1,18,24,32,43
47.0272738, 15.4663009,0,16,22,30,39
47.0747618, 15.4313773,0,14,19,26,34
47.046893, 15.3853617,0,14,18,24,32
47.0675273, 15.4373679,0,17,23,30,40
47.0677838, 15.4445385,0,16,21,28,37
47.0664484, 15.439922,0,16,21,28,37
47.0252467, 15.4010068,0,14,19,26,34
47.0719985, 15.4476434,0,10,14,19,25
47.0679245, 15.4376769,0,14,19,26,34
47.068943, 15.4845494,1,13,18,24,31
47.0794077, 15.4418425,2,16,22,29,38
47.109742, 15.3922569,1,17,23,31,40
47.0743756, 15.4172528,1,13,17,23,31
47.0569366, 15.4530571,0,16,21,28,37
47.099413, 15.4757497,0,19,25,34,45
47.0862584, 15.4279467,0,13,17,23,31
47.0684215, 15.4069059,2,19,25,34,44
47.0683838, 15.4546074,0,12,17,22,30
47.0748698, 15.4350626,0,15,20,26,35
47.0508681, 15.4016527,3,14,19,26,34
47.0197536, 15.4054004,0,15,20,26,35
47.0706815, 15.4176386,0,12,17,22,30
47.0716878, 15.4160341,0,13,18,24,31
47.0533303, 15.4483988,0,13,17,23,31
47.0532938, 15.4482835,0,15,21,28,36
47.0703045, 15.4177824,0,15,21,28,36
47.0399958, 15.4626668,2,20,27,36,47
47.0200442, 15.4053519,0,18,24,32,42
47.0198792, 15.4053707,3,13,18,24,32
47.050611, 15.4786046,0,15,21,28,36
47.0630084, 15.4580967,0,17,23,31,40
47.0283173, 15.4338704,0,15,20,26,35
47.0611353, 15.4446691,0,14,19,26,34
47.0787525, 15.4729648,2,15,20,26,35
47.0690799, 15.4845805,0,17,22,30,40
47.064432, 15.4370267,0,12,17,22,30
47.0665041, 15.4410314,0,14,18,25,33
47.0674784, 15.4441052,0,16,21,28,37
47.0809613, 15.4035643,0,15,21,28,36
47.0675619, 15.4404713,0,15,20,27,36
47.0704764, 15.4379453,0,14,18,25,32
47.0513954, 15.4266303,0,17,23,30,40
47.0662927, 15.4471863,0,20,27,36,47
47.0755552, 15.4587509,0,16,21,28,37
47.071136, 15.4484564,0,14,19,25,33
47.0549962, 15.4385115,0,16,22,30,39
47.071998, 15.436889,0,13,18,24,31
47.0692605, 15.4419494,2,13,17,23,30
47.08103, 15.4337673,3,15,20,26,35
47.0717809, 15.4285791,0,8,11,15,19
47.0729755, 15.4096242,2,12,16,21,28
47.0181909, 15.3993247,0,14,18,25,32
47.0640704, 15.4425404,0,11,15,20,27
47.1136356, 15.421635,0,12,16,22,28
47.0709558, 15.4278941,0,13,18,24,32
47.0759409, 15.4302029,0,10,14,19,25
47.0668937, 15.429748,0,13,18,24,32
47.1055521, 15.3971177,1,13,18,24,31
47.0711379, 15.431064,0,15,20,26,35
47.0642427, 15.4315653,0,17,23,31,41
47.0657735, 15.4320063,0,15,20,27,36
47.077802, 15.4627924,0,15,20,26,35
47.0594169, 15.4518812,0,15,20,27,35
47.0907447, 15.4595088,2,15,20,27,36
47.0679456, 15.4543162,1,12,16,22,29
47.0743986, 15.418842,0,14,19,26,34
47.0782556, 15.4197262,2,15,21,28,36
47.0833712, 15.4308782,0,11,15,20,27
47.0760916, 15.4299213,0,17,22,30,40
47.0636134, 15.4658169,0,17,23,31,41
47.0762682, 15.429675,0,13,17,23,31
47.0719002, 15.4023934,0,14,19,25,33
47.07022, 15.42403,0,12,17,22,29
47.0711724, 15.4203378,0,16,22,29,39
47.0540196, 15.4323028,0,12,16,21,28
47.0618472, 15.4334797,0,14,19,25,33
47.0684191, 15.4462316,0,12,17,22,29
47.0682874, 15.4465001,0,15,20,26,35
47.095154, 15.4019427,2,10,14,18,24
47.065952, 15.428071,0,18,24,32,42
47.0236811, 15.4296595,0,12,16,22,29
47.0473117, 15.3944305,3,15,20,26,35
47.0891495, 15.4288153,3,14,19,25,33
47.0684152, 15.407773,0,13,17,23,30
47.0380321, 15.4393497,2,12,17,22,29
47.0698332, 15.4084177,0,17,23,30,40
47.0386119, 15.3959927,2,13,18,24,31
47.0991833, 15.475846,0,15,20,27,36
47.0671369, 15.4395594,0,12,17,23,30
47.0640733, 15.4315304,0,13,17,23,31
47.0797976, 15.4258907,0,16,21,28,37
47.0803103, 15.4158422,0,17,23,30,40
47.0564081, 15.3963403,2,14,19,25,33
47.0982276, 15.4738808,2,11,15,20,26
47.0445626, 15.4624241,0,19,26,35,46
47.0477993, 15.4536388,0,12,17,22,30
47.0997055, 15.4784915,3,11,14,19,26
47.1030112, 15.4875303,0,21,28,38,50
47.0989999, 15.4760848,0,13,18,24,32
47.101392, 15.484032,3,11,15,20,26
47.096757, 15.46968,0,13,17,23,31
47.0414015, 15.4296083,1,15,21,28,37
47.0790583, 15.3965383,0,15,20,27,36
47.0606058, 15.392707,3,12,17,22,30
47.1027474, 15.421807,0,19,26,34,45
47.0376133, 15.4305622,2,13,18,24,31
47.0454103, 15.4300596,2,12,16,21,28
47.0682192, 15.4600174,0,17,23,30,40
47.058649, 15.4804873,0,18,24,32,42
47.0868596, 15.4605735,0,12,17,23,30
47.0938398, 15.4653723,2,11,15,20,26
47.0579779, 15.4378089,0,17,23,31,41
47.0583648, 15.4410834,2,9,13,17,23
47.0703736, 15.4105145,0,11,15,21,27
47.0966435, 15.4695733,0,17,23,30,40
47.104731, 15.4892444,0,14,19,26,34
47.0603888, 15.4644551,0,14,19,25,33
47.070331, 15.4104616,0,15,21,28,37
47.0703624, 15.4105988,0,14,19,25,34
47.0632931, 15.4432082,0,11,15,20,27
47.0614555, 15.4442117,0,18,24,32,42
47.0895833, 15.4603205,0,18,24,32,42
47.0865456, 15.4605653,0,15,20,27,36
47.0896152, 15.4604796,0,15,20,26,35
47.093632, 15.464946,0,20,27,37,48
47.0990235, 15.4762344,0,14,19,25,33
47.101444, 15.4842429,0,14,19,25,33
47.0615593, 15.4724019,0,15,21,28,37
47.0586321, 15.48055,0,18,24,33,43
47.0593389, 15.4453672,0,18,25,33,44
47.0992513, 15.421167,0,14,19,25,33
47.0580035, 15.437814,0,15,21,28,36
47.0582925, 15.440288,0,11,15,20,26
47.0376106, 15.4306002,0,14,18,25,33
47.0454143, 15.4300202,0,12,17,22,30
47.0610954, 15.4440439,0,12,16,22,29
47.0703688, 15.4106519,0,19,25,34,44
47.0728828, 15.4123403,0,13,17,23,30
47.0665886, 15.4420995,0,13,18,24,31
47.0751422, 15.3967052,0,15,21,28,37
47.0751708, 15.396725,0,18,24,32,42
47.0730452, 15.4018029,0,16,21,28,37
47.0731043, 15.4012039,0,21,29,38,51
47.072958, 15.404492,0,14,19,26,34
47.072942, 15.4079938,0,15,20,27,36
47.0730118, 15.4084345,0,15,20,27,36
47.0729763, 15.4048293,0,18,24,33,43
47.0721249, 15.4125519,0,16,21,28,37
47.0705999, 15.4135712,0,14,19,26,34
47.0706623, 15.4143195,0,12,16,22,29
47.0712353, 15.4244213,0,15,20,27,36
47.0712691, 15.4242627,0,18,24,32,43
47.0710632, 15.4284641,0,13,18,24,32
47.0710999, 15.4281954,0,16,21,29,38
47.0708777, 15.4342881,0,15,20,27,36
47.0709012, 15.4340751,0,17,22,30,40
47.0711628, 15.4383496,0,12,17,23,30
47.0713001, 15.438182,0,20,27,37,48
47.0674147, 15.4424946,0,11,15,20,27
47.0674683, 15.4426074,0,14,18,25,32
47.0675095, 15.4422256,0,17,23,30,40
47.0684841, 15.4458569,0,15,20,27,36
47.0686832, 15.4461144,0,17,22,30,39
47.0707879, 15.4479737,0,13,18,24,32
47.0709338, 15.448124,0,14,19,26,34
47.0720824, 15.4503697,0,15,20,26,35
47.0721886, 15.4509469,0,18,25,33,44
47.0732944, 15.4539328,0,16,22,29,39
47.0738573, 15.4549393,0,16,22,30,39
47.0751449, 15.4581978,0,13,17,23,31
47.0751964, 15.4583907,0,17,23,30,40
47.0765481, 15.4580148,0,15,20,27,36
47.0768325, 15.4577539,0,18,24,32,43
47.0790295, 15.4579981,0,20,26,35,46
47.079445, 15.4579726,0,14,18,25,33
47.0833112, 15.4599679,0,13,18,24,32
47.0684923, 15.3921652,2,12,17,22,29
47.0684597, 15.3921235,0,14,19,26,34
47.0630425, 15.3923277,0,14,18,24,32
47.0634028, 15.3922787,0,15,21,28,37
47.064681, 15.3922759,0,14,19,26,34
47.065123, 15.392227,2,14,18,25,32
47.0683996, 15.4010057,0,17,23,31,41
47.0684637, 15.4008343,3,12,16,22,29
47.0700825, 15.406294,0,16,21,28,37
47.0701238, 15.4061359,0,13,18,24,32
47.070558, 15.4026543,0,16,22,29,39
47.0701036, 15.4097025,0,18,24,32,43
47.0701114, 15.4099929,0,14,18,25,33
47.0779021, 15.4639434,0,16,21,28,37
47.0784605, 15.464216,0,15,20,27,36
47.0664654, 15.4472341,0,13,17,23,30
47.0664884, 15.4472397,0,15,20,27,36
47.06659, 15.4465908,0,15,20,27,36
47.0677152, 15.4506256,0,16,21,28,37
47.067773, 15.450796,0,14,19,25,33
47.068705, 15.4525761,0,15,20,27,35
47.0688753, 15.4528399,0,12,16,21,28
47.0701932, 15.4553936,0,14,18,25,32
47.0702013, 15.4560325,0,16,21,29,38
47.0691875, 15.4589557,0,17,22,30,40
47.0692511, 15.4586926,0,13,18,24,32
47.0661659, 15.4470733,0,15,20,27,35
47.0640173, 15.4499399,0,15,20,27,36
47.0635505, 15.4508364,0,15,20,27,36
47.0594194, 15.4528522,0,16,21,29,38
47.0593649, 15.4525746,2,10,13,18,24
47.061221, 15.4585727,1,14,19,26,34
47.0612424, 15.4585525,0,15,20,27,36
47.0602343, 15.4636634,0,12,16,22,29
47.0604102, 15.4631627,0,19,25,34,44
47.0602152, 15.4687441,0,15,20,27,35
47.0596548, 15.4747522,0,18,25,33,44
47.059851, 15.4746624,0,13,17,23,30
47.0615745, 15.4724393,2,12,16,22,29
47.0604122, 15.4695698,0,15,20,27,36
47.0575935, 15.4753762,0,10,14,19,25
47.0578482, 15.475229,0,15,20,27,36
47.0672031, 15.4422168,0,15,20,27,35
47.0672955, 15.4425799,0,17,23,31,40
47.0665901, 15.4420808,0,16,22,29,39
47.0665908, 15.4421161,0,13,18,24,32
47.0672441, 15.4418497,0,12,16,21,28
47.0674639, 15.4418041,0,19,25,34,44
47.0628772, 15.4434772,0,13,17,23,30
47.0595532, 15.4452952,2,12,16,22,28
47.0609172, 15.4445469,0,12,16,21,28
47.0536355, 15.4489914,0,17,23,31,41
47.0540811, 15.4486986,0,13,18,24,31
47.0472915, 15.4542805,0,13,17,23,30
47.0477143, 15.4534482,0,15,20,27,35
47.0445508, 15.4623848,1,14,19,25,33
47.0491082, 15.433048,0,13,17,23,31
47.0495314, 15.4330488,0,16,22,30,39
47.0468893, 15.4329691,0,17,23,31,41
47.0521516, 15.4326017,0,17,23,31,40
47.0521553, 15.4326432,0,16,22,30,39
47.0873607, 15.4295976,0,16,21,28,37
47.0875789, 15.4294896,0,10,14,18,24
47.0824503, 15.433032,0,19,25,34,44
47.0823609, 15.4331364,0,15,21,28,36
47.0773605, 15.4345209,0,16,22,29,38
47.0773618, 15.4345595,0,17,23,31,41
47.0800776, 15.4330614,0,18,24,33,43
47.080312, 15.4329424,0,16,21,28,37
47.0938645, 15.4231526,0,16,21,28,37
47.0938845, 15.4231765,0,13,18,24,31
47.0904417, 15.4274497,0,15,20,26,35
47.0904522, 15.4274853,0,12,17,22,30
47.0741232, 15.4352663,0,13,17,23,30
47.0746485, 15.4348777,2,12,17,22,29
47.0725998, 15.43637,0,14,19,25,34
47.0727959, 15.4362308,0,17,23,31,41
47.0848277, 15.4314131,0,22,30,40,53
47.0850645, 15.431207,0,15,20,27,36
47.099059, 15.421107,0,11,15,20,27
47.0574231, 15.4333694,0,18,24,32,42
47.0574362, 15.4330091,0,14,18,25,33
47.0574414, 15.433361,0,13,17,23,31
47.0705388, 15.4030464,0,15,20,27,36
47.0690985, 15.3962553,1,11,15,21,27
47.0691106, 15.3959085,0,15,20,27,36
47.103012, 15.4875287,1,14,19,26,34
47.0997858, 15.4789525,0,15,20,27,35
47.02329907, 15.37354338,1,15,21,28,37
47.02874969, 15.37278393,1,15,20,26,35
47.03150758, 15.37174828,1,15,20,26,35
47.0341351, 15.37333619,1,15,20,27,36
47.02214059, 15.37869744,1,16,21,28,37
47.02560029, 15.38168914,1,12,16,22,28
47.02098186, 15.38385129,1,11,15,20,26
47.02533898, 15.38693552,1,14,19,26,34
47.02669367, 15.37784643,1,11,15,20,26
47.02945162, 15.37681108,1,15,20,27,35
47.03207906, 15.37839917,2,17,23,30,40
47.0300881, 15.38215006,1,16,22,29,38
47.02809701, 15.38590067,2,12,16,22,28
47.03271546, 15.38373844,1,12,17,22,29
47.03162187, 15.38758146,2,15,21,28,36
47.02424528, 15.39077795,1,13,18,24,32
47.01776612, 15.39406596,1,14,18,25,33
47.0212254, 15.39705841,1,16,21,29,38
47.02398353, 15.39602415,2,12,16,22,29
47.02879845, 15.38992795,1,13,18,24,32
47.03232324, 15.39160904,2,12,17,23,30
47.02757372, 15.39639384,1,12,16,22,28
47.03033183, 15.39535945,3,12,17,22,30
47.01730762, 15.40324564,2,16,22,29,38
47.0243568, 15.40660902,2,15,20,26,35
47.02801255, 15.40566781,2,12,17,22,29
47.02691818, 15.40951005,2,14,19,25,33
47.03063956, 15.4072573,2,10,14,19,25
47.0176802, 15.41382922,1,13,17,23,30
47.02492615, 15.41325942,1,20,27,36,47
47.02748734, 15.41616081,1,14,19,26,34
47.02954513, 15.4110997,2,16,22,29,39
47.03024563, 15.41512745,2,14,19,26,34
47.02549508, 15.41990997,2,15,21,28,37
47.03094597, 15.41915531,2,16,22,29,38
47.02812188, 15.42150009,1,12,16,21,28
47.01894927, 15.42450587,1,14,19,26,34
47.02267096, 15.42225448,1,18,25,33,44
47.02523192, 15.42515618,2,13,17,23,30
47.02111479, 15.43527612,2,13,18,24,31
47.01912187, 15.43902413,1,14,18,25,33
47.01629734, 15.44136736,1,15,20,27,36
47.0227119, 15.43939671,1,16,21,28,38
47.02161634, 15.44323789,2,18,24,32,42
47.02726541, 15.43855094,2,16,21,28,37
47.03085542, 15.43892358,1,14,19,26,34
47.02527238, 15.44229926,2,18,24,32,42
47.02789884, 15.4438905,1,16,22,29,39
47.01859344, 15.44951508,2,11,15,20,26
47.02231564, 15.44726548,1,21,28,37,49
47.02121981, 15.45110647,2,19,25,34,45
47.02191882, 15.45513414,2,14,19,25,34
47.02590563, 15.44763866,1,15,21,28,37
47.02474363, 15.45279141,1,18,24,32,42
47.01537154, 15.45972538,2,14,19,25,33
47.01607023, 15.46375272,2,16,22,29,39
47.02517762, 15.46206543,2,17,23,31,41
47.02800258, 15.45972293,2,12,16,22,29
47.02959874, 15.46384484,2,13,17,23,31
47.0165033, 15.47302531,1,17,23,30,40
47.01856374, 15.46796742,1,16,21,28,37
47.02278561, 15.47368139,1,17,23,30,40
47.02926708, 15.47040288,2,14,19,26,34
47.02650829, 15.47143333,2,14,19,25,33
47.0254116, 15.47527413,2,10,13,17,23
47.0261097, 15.47930246,2,12,16,21,28
47.117817, 15.35948605,1,15,20,26,35
47.04638969, 15.36272411,1,17,22,30,39
47.04901732, 15.36431205,1,16,21,29,38
47.05061711, 15.36843267,1,14,19,26,34
47.05324465, 15.37002104,3,14,19,25,33
47.05683489, 15.37038927,1,15,20,27,36
47.05484421, 15.37414217,1,15,20,27,35
47.05747165, 15.37573097,1,18,24,32,43
47.06009907, 15.37731994,1,15,20,27,35
47.03527745, 15.38663882,3,11,15,20,26
47.03790473, 15.3882276,1,11,15,21,27
47.03495046, 15.39319797,1,18,25,33,43
47.04270091, 15.40058978,2,12,16,21,28
47.05362041, 15.38061159,1,16,22,30,39
47.05086247, 15.38164714,1,14,19,25,33
47.05432202, 15.38464078,3,14,19,25,34
47.05156404, 15.38567613,1,14,19,26,34
47.053163, 15.38979762,2,18,24,32,42
47.0569493, 15.38623009,2,14,19,25,33
47.06080079, 15.38134958,2,14,19,26,34
47.05970728, 15.38519467,2,11,14,19,26
47.06355872, 15.38031385,1,15,20,27,36
47.06426033, 15.3843438,1,16,21,29,38
47.06226918, 15.3880967,2,15,20,27,36
47.05579021, 15.39138715,3,18,24,32,43
47.05622942, 15.40066606,1,15,20,26,35
47.07901276, 15.37794397,1,15,20,27,36
47.08562167, 15.37202437,1,19,25,33,44
47.08818388, 15.37492725,1,11,14,19,25
47.09177403, 15.37529621,1,13,18,24,32
47.09696344, 15.37978993,1,18,24,33,43
47.0668876, 15.38593343,2,17,23,30,40
47.07047775, 15.3863029,1,16,22,29,38
47.07117913, 15.39033348,2,17,22,30,39
47.07586295, 15.38685724,1,15,21,28,36
47.07476925, 15.3907033,1,19,25,33,44
47.07849016, 15.38844737,1,15,21,28,37
47.0773964, 15.3922936,1,15,20,27,36
47.06546672, 15.3963418,2,15,20,27,35
47.08105193, 15.39135065,2,15,20,27,36
47.08367907, 15.39294119,1,12,16,21,28
47.08945662, 15.38561734,1,16,22,30,39
47.08713823, 15.39593758,1,14,19,26,34
47.08438019, 15.39697288,1,19,26,34,45
47.03628708, 15.40256577,2,14,19,26,34
47.03352892, 15.40359988,3,16,21,28,37
47.03698789, 15.40659392,1,15,20,27,36
47.04340179, 15.4046184,4,13,17,23,31
47.04410251, 15.40864714,2,17,23,31,40
47.03479896, 15.4142795,2,19,26,35,46
47.03530203, 15.42224312,1,14,19,26,34
47.0418477, 15.41764563,1,14,18,25,33
47.04254794, 15.42167443,1,14,18,25,32
47.04537202, 15.41932906,3,10,13,18,23
47.0469697, 15.4234511,1,14,19,25,33
47.04968449, 15.40526681,2,15,20,27,36
47.05513522, 15.40451044,2,17,23,31,41
47.06301608, 15.40928195,1,17,23,30,40
47.05255212, 15.42007217,2,13,18,24,32
47.05511308, 15.4229755,2,14,19,25,33
47.05916336, 15.41416062,2,17,23,31,41
47.05986371, 15.41819072,1,14,19,25,33
47.05787139, 15.42194204,2,13,18,24,32
47.03420708, 15.42608555,1,18,24,32,43
47.03779713, 15.42645741,2,17,23,31,41
47.03650429, 15.43423541,2,15,20,26,35
47.0405555, 15.42542443,2,13,18,24,31
47.04016024, 15.43329595,4,9,13,17,23
47.03444543, 15.43929629,2,16,21,29,38
47.04701037, 15.44060127,1,12,17,22,29
47.04963682, 15.44219315,1,10,13,17,23
47.05033613, 15.44622289,1,18,25,33,44
47.06647483, 15.41227816,1,16,22,29,38
47.06428549, 15.41996776,2,12,16,21,28
47.08293551, 15.4258593,3,11,15,21,27
47.09037869, 15.42135146,1,17,22,30,40
47.09460282, 15.4270698,2,12,17,22,29
47.08888846, 15.43307669,1,18,24,32,42
47.08842655, 15.44226851,1,16,22,29,38
47.0938774, 15.44151566,2,16,21,29,38
47.0918843, 15.44526847,3,16,21,28,37
47.08636733, 15.44733397,1,15,20,27,36
47.08706641, 15.45136664,1,17,22,30,40
47.09348091, 15.44939506,2,13,18,24,32
47.11293879, 15.36690869,1,15,20,27,35
47.11094825, 15.37066561,1,16,22,30,39
47.10806006, 15.37432998,2,16,21,29,38
47.1069668, 15.37817863,1,12,16,21,28
47.11235194, 15.37873273,1,13,18,24,32
47.11029567, 15.38380289,1,15,20,27,36
