LAT, LON, Pop 
47.02812188,15.42150009,14
47.02998269,15.42037416,44
47.03088022,15.42046701,8
47.01894927,15.42450587,90
47.01888345,15.42581726,30
47.01978097,15.42591017,75
47.01971513,15.42722158,2
47.02170765,15.42347309,2
47.02267096,15.42225448,5
47.02356849,15.42234734,85
47.02260517,15.42356597,113
47.02350269,15.42365885,8
47.02164184,15.42478455,1
47.02067849,15.42600308,30
47.02061265,15.42731452,7
47.02157601,15.42609601,14
47.02151017,15.42740746,19
47.02253936,15.42487745,59
47.02343688,15.42497036,13
47.02247353,15.42618893,2
47.02240769,15.42750041,54
47.02337105,15.42628186,44
47.02330521,15.42759336,80
47.01964928,15.42853298,84
47.01958341,15.42984439,93
47.0205468,15.42862595,16
47.02144431,15.42871891,38
47.02048092,15.42993737,6
47.02137844,15.43003036,41
47.02234183,15.42881188,10
47.02323935,15.42890485,32
47.02227596,15.43012335,37
47.02317347,15.43021635,35
47.02041504,15.43124879,127
47.02131255,15.4313418,21
47.02034913,15.43256021,12
47.02124665,15.43265325,14
47.02221007,15.43143482,51
47.02310758,15.43152783,6
47.02214416,15.43274628,117
47.02304167,15.43283932,11
47.02446601,15.42244021,65
47.02536353,15.42253308,11
47.02440021,15.42375174,18
47.02529773,15.42384463,11
47.02626105,15.42262596,37
47.02715857,15.42271883,15
47.02619525,15.42393753,15
47.02709277,15.42403043,7
47.0243344,15.42506327,253
47.02523192,15.42515618,7
47.02426857,15.42637479,53
47.02420272,15.42768631,5
47.02516609,15.42646773,14
47.02510024,15.42777927,22
47.02612944,15.4252491,181
47.0260636,15.42656067,22
47.02599776,15.42787223,15
47.02696112,15.42665361,1
47.02805609,15.42281172,59
47.02799029,15.42412333,3
47.02413686,15.42899783,3
47.02503438,15.42909081,179
47.02407099,15.43030934,10
47.0249685,15.43040235,68
47.02593189,15.4291838,11
47.02586601,15.43049536,8
47.02676353,15.43058837,6
47.02400509,15.43162086,109
47.02490261,15.43171388,5
47.02393918,15.43293237,3
47.02580012,15.43180691,5
47.02669763,15.43189995,28
47.02663172,15.43321152,15
47.02759514,15.43199298,35
47.02849265,15.43208603,20
47.02752923,15.43330458,16
47.02842674,15.43339765,1
47.02118073,15.43396468,8
47.02111479,15.43527612,1
47.02207824,15.43405774,34
47.02297575,15.4341508,23
47.02098287,15.43789898,32
47.02194635,15.43668066,1
47.02284385,15.43677376,18
47.02188038,15.43799211,24
47.02277788,15.43808524,17
47.01912187,15.43902413,69
47.01726086,15.4401492,31
47.01815836,15.44024235,47
47.01905587,15.44033551,9
47.01629734,15.44136736,6
47.01616527,15.44398997,38
47.01719485,15.44146053,26
47.01712882,15.44277186,23
47.01809235,15.44155371,26
47.01898986,15.44164689,134
47.01802632,15.44286506,23
47.01892383,15.44295826,20
47.01706278,15.44408319,59
47.01796028,15.44417641,13
47.01885778,15.44426963,3
47.02001938,15.43911727,2
47.02091688,15.43921041,4
47.01995338,15.44042867,14
47.02085088,15.44052184,45
47.02181439,15.43930356,10
47.0227119,15.43939671,3
47.02174839,15.440615,30
47.02264589,15.44070818,8
47.01982133,15.44305146,44
47.02078487,15.44183326,37
47.02071884,15.44314467,2
47.01975529,15.44436286,9
47.02065279,15.44445609,30
47.02168237,15.44192645,32
47.02161634,15.44323789,22
47.02257988,15.44201964,8
47.02251384,15.44333111,47
47.02155029,15.44454933,123
47.02244779,15.44464257,43
47.02387326,15.43424387,43
47.02477077,15.43433694,31
47.02380732,15.43555537,505
47.02470483,15.43564847,38
47.02566828,15.43443002,68
47.02656579,15.43452309,3
47.02649984,15.43583466,10
47.02374136,15.43686687,8
47.02463887,15.43695999,34
47.02367539,15.43817837,3
47.0245729,15.43827151,27
47.02553638,15.43705311,71
47.02643388,15.43714623,39
47.0254704,15.43836465,48
47.02636791,15.43845779,23
47.0274633,15.43461618,132
47.0283608,15.43470926,37
47.02739735,15.43592777,74
47.02829486,15.43602088,20
47.02919236,15.43611399,58
47.02733139,15.43723936,104
47.02822889,15.43733249,6
47.02726541,15.43855094,3
47.02906042,15.43873725,28
47.02995792,15.43883042,16
47.03085542,15.43892358,18
47.02450691,15.43958302,3
47.0244409,15.44089454,182
47.02540441,15.43967619,43
47.02630191,15.43976936,20
47.0253384,15.44098772,112
47.02623591,15.44108091,43
47.02347738,15.44211284,6
47.02341134,15.44342433,3
47.02334529,15.44473581,6
47.02527238,15.44229926,20
47.02520634,15.44361078,38
47.02616988,15.44239247,126
47.02610384,15.44370402,13
47.02514029,15.44492231,41
47.02719942,15.43986253,53
47.02809692,15.4399557,3
47.02713341,15.44117411,8
47.02803091,15.4412673,5
47.02899442,15.44004888,90
47.02989192,15.44014207,51
47.02892841,15.44136051,29
47.02982591,15.44145371,157
47.02706738,15.44248568,87
47.02700134,15.44379726,74
47.02796488,15.4425789,8
47.02789884,15.4438905,6
47.02886238,15.44267213,118
47.01609922,15.44530127,30
47.01699672,15.44539451,20
47.01789422,15.44548775,82
47.01879172,15.445581,59
47.01693064,15.44670583,65
47.01859344,15.44951508,19
47.02058672,15.4457675,18
47.02052065,15.44707891,5
47.02148422,15.44586076,6
47.02238172,15.44595402,11
47.02141814,15.44717219,138
47.02231564,15.44726548,14
47.01955705,15.44829702,11
47.02045455,15.44839032,2
47.01949094,15.4496084,214
47.02038844,15.44970172,19
47.02135205,15.44848362,2
47.02224954,15.44857693,3
47.02128593,15.44979505,87
47.02218343,15.44988837,23
47.01852732,15.45082644,3
47.01942482,15.45091978,142
47.02032231,15.45101312,37
47.01935867,15.45223115,130
47.02025617,15.45232452,34
47.02121981,15.45110647,186
47.0221173,15.45119982,36
47.02115366,15.45241789,14
47.02205116,15.45251126,207
47.02019001,15.45363591,14
47.0210875,15.4537293,26
47.02198499,15.4538227,39
47.02191882,15.45513414,92
47.02327922,15.44604729,20
47.02321314,15.44735877,11
47.02500813,15.44754536,6
47.02590563,15.44763866,2
47.02308093,15.44998171,14
47.02583953,15.4489502,12
47.02686921,15.4464204,38
47.0295617,15.44670027,14
47.0266709,15.45035508,25
47.02301479,15.45129318,2
47.02391229,15.45138653,20
47.02294865,15.45260464,18
47.02384614,15.45269802,16
47.02474363,15.45279141,8
47.02288248,15.4539161,16
47.02377998,15.4540095,20
47.02281631,15.45522756,3
47.0237138,15.45532098,1
47.02557495,15.45419632,11
47.02461128,15.45541442,49
47.02550877,15.45550785,44
47.02660476,15.45166664,103
47.02750225,15.45176001,16
47.0274361,15.45307159,10
47.02929723,15.45194678,24
47.03019472,15.45204017,14
47.02833359,15.45316499,24
47.02923108,15.4532584,97
47.03012857,15.45335181,34
47.02647244,15.45428974,34
47.02736993,15.45438316,29
47.02640626,15.45560129,6
47.02730375,15.45569473,12
47.02826742,15.45447659,104
47.02916491,15.45457002,66
47.03006239,15.45466345,15
47.02820123,15.45578818,21
47.02909872,15.45588163,24
47.0299962,15.45597508,56
47.01723275,15.45860104,7
47.01813024,15.45869451,9
47.01537154,15.45972538,39
47.01530529,15.46103665,358
47.01626903,15.45981887,129
47.01716652,15.45991235,21
47.018064,15.46000584,23
47.01620278,15.46113015,18
47.01710027,15.46122366,55
47.01799775,15.46131718,79
47.01909395,15.45747662,9
47.01902773,15.45878798,2
47.01999144,15.45757008,5
47.01992522,15.45888146,33
47.02095513,15.45635213,18
47.02185262,15.45644557,205
47.02088893,15.45766354,116
47.0208227,15.45897494,9
47.02178641,15.457757,14
47.02172019,15.45906843,12
47.01896149,15.46009934,8
47.01985898,15.46019284,34
47.01889524,15.46141069,7
47.01979272,15.46150421,3
47.02075646,15.46028634,139
47.02165395,15.46037985,7
47.02069021,15.46159774,13
47.02158769,15.46169127,54
47.01523903,15.46234791,3
47.01613652,15.46244144,188
47.017034,15.46253497,7
47.01793149,15.46262851,23
47.01607023,15.46375272,12
47.01696772,15.46384627,4
47.0178652,15.46393983,15
47.01600394,15.465064,138
47.01690142,15.46515757,23
47.0177989,15.46525115,120
47.01593763,15.46637527,73
47.01683511,15.46646887,101
47.01773259,15.46656247,1
47.01882897,15.46272204,24
47.01972645,15.46281559,10
47.01876268,15.46403339,22
47.01966017,15.46412696,2
47.02062394,15.46290914,4
47.02152142,15.46300269,1
47.02055765,15.46422053,79
47.02145513,15.4643141,122
47.01869638,15.46534474,58
47.01959387,15.46543833,10
47.01863007,15.46665608,25
47.01952755,15.46674969,8
47.02049135,15.46553192,8
47.02138883,15.46562551,321
47.02042503,15.4668433,3
47.02132251,15.46693692,12
47.02275011,15.45653901,31
47.0236476,15.45663246,28
47.0226839,15.45785047,39
47.02261767,15.45916191,6
47.02358139,15.45794394,6
47.02351516,15.45925541,27
47.02454509,15.45672591,28
47.02544257,15.45681937,2
47.02447887,15.45803741,15
47.02441264,15.4593489,46
47.02537636,15.45813089,84
47.02531013,15.45944241,23
47.02255143,15.46047336,12
47.02344892,15.46056688,8
47.02248517,15.4617848,17
47.02338266,15.46187834,120
47.0243464,15.4606604,114
47.02524388,15.46075392,30
47.02428014,15.46197188,2
47.02517762,15.46206543,34
47.02634006,15.45691283,3
47.02723755,15.4570063,19
47.02620761,15.45953591,10
47.02717133,15.45831786,8
47.02813503,15.45709977,180
47.02903252,15.45719324,33
47.02993,15.45728672,30
47.02806881,15.45841135,89
47.0289663,15.45850485,114
47.02800258,15.45972293,50
47.02890006,15.45981645,177
47.02986378,15.45859835,5
47.02979754,15.45990997,3
47.02703885,15.46094098,61
47.02697258,15.46225253,234
47.02793633,15.46103451,10
47.02973129,15.4612216,18
47.02787006,15.46234609,10
47.02876754,15.46243965,156
47.02966502,15.46253322,4
47.0224189,15.46309624,81
47.02331638,15.4631898,93
47.02235261,15.46440768,13
47.02325009,15.46450126,7
47.02421386,15.46328337,13
47.02511134,15.46337694,74
47.0222863,15.46571911,34
47.02221998,15.46703055,58
47.02311746,15.46712417,14
47.02408126,15.46590633,15
47.02497874,15.46599994,42
47.02401494,15.4672178,11
47.02491241,15.46731144,15
47.02780378,15.46365766,27
47.02870126,15.46375125,4
47.02959874,15.46384484,86
47.02773748,15.46496923,35
47.02863496,15.46506284,7
47.02953244,15.46515645,9
47.02587622,15.46609356,4
47.02580989,15.46740508,25
47.02670737,15.46749872,47
47.02767117,15.4662808,29
47.02856864,15.46637443,23
47.02760484,15.46759237,50
47.02850231,15.46768602,66
47.02939979,15.46777967,3
47.0165033,15.47302531,10
47.01740077,15.47311903,18
47.01856374,15.46796742,35
47.01946121,15.46806105,4
47.01939486,15.46937241,91
47.02035869,15.46815469,9
47.02125617,15.46824833,18
47.02029234,15.46946607,15
47.02118982,15.46955973,46
47.02022597,15.47077745,35
47.02112345,15.47087113,8
47.02015959,15.47208882,3
47.02105707,15.47218253,19
47.01547299,15.47555412,2
47.02215365,15.46834197,4
47.02305112,15.46843562,6
47.02208729,15.4696534,18
47.02298477,15.46974707,86
47.0239486,15.46852927,10
47.02484607,15.46862293,59
47.02388224,15.46984074,69
47.02477972,15.46993442,26
47.02202092,15.47096482,6
47.0229184,15.47105851,40
47.02195454,15.47227624,11
47.02285201,15.47236995,81
47.02278561,15.47368139,16
47.02381587,15.47115221,47
47.02471334,15.47124591,14
47.02374948,15.47246367,10
47.02368308,15.47377513,3
47.02464695,15.4725574,178
47.02458055,15.47386888,63
47.02574355,15.46871659,2
47.02664102,15.46881026,70
47.02567719,15.47002811,3
47.02657466,15.47012179,267
47.02843597,15.4689976,11
47.02933344,15.46909128,20
47.02747213,15.47021549,6
47.0283696,15.47030918,46
47.02926708,15.47040288,10
47.02561081,15.47133962,18
47.02650829,15.47143333,16
47.02554442,15.47265113,7
47.02547802,15.47396263,63
47.02644189,15.47274486,115
47.02740576,15.47152704,9
47.02830323,15.47162076,312
47.0292007,15.47171448,82
47.02733936,15.47283859,6
47.02823683,15.47293233,30
47.0291343,15.47302608,3
47.02906789,15.47433767,64
47.02451413,15.47518036,19
47.0254116,15.47527413,156
47.02534516,15.47658563,19
47.0252787,15.47789713,296
47.02617617,15.47799095,15
47.0261097,15.47930246,2
47.02700716,15.47939631,10
47.02694067,15.48070785,36
47.02783813,15.48080172,17
47.02687417,15.48201938,12
47.117817,15.35948605,4
47.11768688,15.36211389,97
47.04638969,15.36272411,1
47.04542705,15.36394432,122
47.04908241,15.36299985,10
47.04901732,15.36431205,21
47.04991489,15.364404,153
47.04895223,15.36562425,39
47.04984979,15.36571622,7
47.04888711,15.36693645,7
47.04978468,15.36702844,107
47.05061711,15.36843267,1
47.05151467,15.36852469,10
47.05055196,15.36974491,5
47.05144953,15.36983695,32
47.05234709,15.36992899,165
47.05324465,15.37002104,311
47.05414221,15.37011309,16
47.05228192,15.37124127,248
47.05221674,15.37255354,3
47.0531143,15.37264564,1
47.05401185,15.37273773,35
47.05503977,15.37020515,44
47.05593733,15.37029721,114
47.05683489,15.37038927,10
47.0549746,15.37151749,28
47.05587216,15.37160958,4
47.05490941,15.37282983,113
47.05580697,15.37292194,33
47.05676971,15.37170166,6
47.05766727,15.37179375,4
47.05670452,15.37301405,12
47.05760208,15.37310616,23
47.05484421,15.37414217,63
47.05574176,15.3742343,60
47.05663932,15.37432643,18
47.05753687,15.37441857,2
47.05747165,15.37573097,235
47.05863,15.37057341,51
47.05856483,15.37188585,3
47.05843443,15.37451071,2
47.0583692,15.37582313,3
47.05926676,15.3759153,153
47.06016431,15.37600747,16
47.05830397,15.37713555,3
47.05920152,15.37722774,31
47.06009907,15.37731994,40
47.06003381,15.3786324,4
47.06093136,15.37872462,8
47.03540813,15.38401514,27
47.03437989,15.38654654,234
47.03527745,15.38663882,14
47.03431453,15.38785835,40
47.03521208,15.38795066,156
47.036175,15.38673111,210
47.03700718,15.38813528,3
47.03790473,15.3882276,4
47.04617876,15.38512232,4
47.04707631,15.38521461,39
47.04797385,15.38530691,74
47.0488714,15.38539921,12
47.0479085,15.38661906,11
47.04880605,15.38671138,39
47.04688021,15.389151,146
47.04784313,15.38793121,241
47.04874068,15.38802356,55
47.04777775,15.38924336,16
47.04867529,15.38933573,7
47.0351467,15.38926249,4
47.03405291,15.39310557,49
47.03495046,15.39319797,5
47.03681098,15.3920709,10
47.03584801,15.39329037,16
47.03674555,15.39338277,33
47.03860608,15.39225568,91
47.0376431,15.39347518,68
47.03854064,15.39356759,100
47.03398747,15.39441737,1
47.03488501,15.39450979,31
47.03385653,15.39704096,8
47.03481955,15.39582161,5
47.03475408,15.39713342,35
47.03578256,15.39460221,3
47.0366801,15.39469464,21
47.0357171,15.39591405,5
47.03565162,15.39722589,26
47.03661464,15.3960065,20
47.03654916,15.39731836,189
47.03379104,15.39835275,31
47.03372553,15.39966454,13
47.03462307,15.39975704,7
47.03558612,15.39853772,47
47.03648366,15.39863021,4
47.03552061,15.39984955,17
47.03641815,15.39994207,15
47.03757765,15.39478707,40
47.03847519,15.3948795,30
47.03751218,15.39609895,10
47.0374467,15.39741083,17
47.03840972,15.39619141,7
47.03834424,15.39750331,12
47.03937273,15.39497194,41
47.03930727,15.39628386,18
47.03924178,15.39759579,40
47.04020481,15.39637633,16
47.04013932,15.39768828,1
47.0373812,15.39872271,25
47.03827874,15.39881521,19
47.03731569,15.40003459,18
47.03821323,15.40012711,24
47.03917628,15.39890771,22
47.04007382,15.39900022,4
47.03911077,15.40021963,6
47.0400083,15.40031216,5
47.0439259,15.39412214,62
47.04681481,15.39046312,57
47.04674939,15.39177524,15
47.04771235,15.39055551,2
47.04860989,15.39064789,80
47.04764693,15.39186765,87
47.04668396,15.39308736,352
47.0475815,15.39317979,6
47.04847904,15.39327222,2
47.04751606,15.39449192,22
47.04841359,15.39458438,29
47.0429629,15.39534173,27
47.04110235,15.3964688,50
47.04199989,15.39656127,26
47.04289743,15.39665374,18
47.0419344,15.39787326,19
47.04283194,15.39796576,52
47.04379496,15.39674622,104
47.04372947,15.39805826,5
47.0446925,15.39683871,29
47.04462701,15.39815077,68
47.04097136,15.39909273,2
47.04276643,15.39927777,29
47.04090584,15.4004047,14
47.04270091,15.40058978,22
47.04366397,15.3993703,3
47.0445615,15.39946282,13
47.04359845,15.40068233,3
47.04449598,15.40077488,167
47.04655305,15.39571158,8
47.04559004,15.3969312,153
47.04552455,15.39824328,24
47.04648758,15.39702369,3
47.04642208,15.39833579,42
47.04745059,15.39580405,13
47.04834813,15.39589653,3
47.04738511,15.39711618,59
47.04731962,15.39842831,78
47.04828265,15.39720868,115
47.04821715,15.39852083,5
47.04545904,15.39955536,6
47.04635657,15.39964789,22
47.04539351,15.40086743,9
47.04629105,15.40095999,38
47.04725411,15.39974043,86
47.04815164,15.39983298,20
47.04718858,15.40105255,3
47.04808611,15.40114512,102
47.05362041,15.38061159,40
47.05086247,15.38164714,72
47.05265757,15.38183164,23
47.05355511,15.38192389,17
47.0534898,15.38323618,13
47.05252693,15.38445618,24
47.05342447,15.38454848,355
47.05451796,15.38070382,22
47.05631306,15.38088831,18
47.05445266,15.38201615,9
47.05438735,15.38332846,246
47.05535021,15.38210841,114
47.0552849,15.38342075,39
47.05432202,15.38464078,45
47.05521957,15.38473308,7
47.05618244,15.38351303,3
47.05611711,15.38482539,78
47.05701465,15.38491771,30
47.04976895,15.38549151,24
47.05066649,15.38558382,35
47.04970359,15.38680371,87
47.05060114,15.38689604,52
47.05156404,15.38567613,10
47.05246159,15.38576845,39
47.05335913,15.38586077,2
47.05149868,15.38698837,9
47.05239623,15.38708071,45
47.05329377,15.38717305,76
47.04963822,15.38811591,44
47.04957284,15.3894281,23
47.05047038,15.38952047,20
47.05143331,15.38830061,81
47.05233085,15.38839297,82
47.0532284,15.38848534,19
47.05226546,15.38970523,49
47.053163,15.38979762,137
47.05425667,15.38595309,51
47.05515422,15.38604542,10
47.05419131,15.3872654,56
47.05508886,15.38735775,5
47.05605176,15.38613775,24
47.0569493,15.38623009,6
47.0559864,15.38745011,42
47.05688394,15.38754246,20
47.05412594,15.38857771,56
47.05502348,15.38867008,74
47.05406054,15.38989001,27
47.05495808,15.38998241,112
47.05592102,15.38876246,333
47.05681856,15.38885484,1
47.05585562,15.3900748,51
47.05675316,15.39016721,6
47.05996853,15.37994486,64
47.06086608,15.3800371,222
47.05990325,15.38125732,19
47.06080079,15.38134958,14
47.05887508,15.38378992,1
47.0579122,15.38501003,11
47.05880974,15.38510235,43
47.05983794,15.38256977,18
47.05977262,15.38388223,67
47.06073548,15.38266206,28
47.06067016,15.38397453,27
47.05970728,15.38519467,18
47.06060482,15.385287,223
47.06266117,15.38022159,8
47.06169834,15.38144185,45
47.06259588,15.38153412,7
47.06355872,15.38031385,14
47.06163303,15.38275435,4
