lAT, LON, type, SPs (30), SPs (60), SPs (100), SPs (150)
48.2339268, 16.4948753,0,15,21,28,36
48.2201003, 16.4889951,0,16,22,29,38
48.2389205, 16.4848329,0,16,22,29,38
48.2391873, 16.4842185,0,17,23,30,40
48.2467863, 16.4518369,2,11,15,20,26
48.2473648, 16.4515988,0,17,23,31,40
48.2493794, 16.4428496,0,18,25,33,43
48.2434981, 16.4559368,3,13,18,24,32
48.245271, 16.4389086,0,14,19,26,34
48.2539095, 16.4899733,3,12,17,22,29
48.2474022, 16.4792635,2,11,15,21,27
48.247802, 16.4855973,3,14,19,26,34
48.2499434, 16.4816175,0,15,21,28,37
48.2456689, 16.4833856,0,16,22,30,39
48.2227701, 16.4804953,2,13,17,23,30
48.1739659, 16.415975,0,13,17,23,30
48.22376, 16.4509383,0,12,17,22,29
48.2512182, 16.497911,0,13,18,24,31
48.2583883, 16.4927924,3,15,20,26,35
48.255208, 16.4977518,0,15,20,27,35
48.2566917, 16.4955543,3,16,22,30,39
48.2183981, 16.4483914,0,16,22,29,39
48.2184799, 16.4485648,0,18,24,32,42
48.2189118, 16.4486729,2,16,21,28,38
48.2224104, 16.4750451,0,19,25,34,45
48.2084817, 16.4549112,0,16,21,29,38
48.2211283, 16.4577015,0,15,20,27,35
48.2511657, 16.4929161,0,9,12,16,22
48.2484997, 16.44963,0,19,26,35,46
48.2487078, 16.448756,0,16,21,28,37
48.2380934, 16.5046379,0,18,25,33,44
48.2506204, 16.4343959,0,16,21,28,37
48.2475473, 16.4277027,0,17,23,31,40
48.199688, 16.3737479,2,11,15,20,27
48.1990666, 16.3878611,3,11,15,20,27
48.1995687, 16.365862,0,19,26,35,46
48.2260262, 16.308629,0,12,16,22,29
48.1725853, 16.3281039,3,11,15,20,27
48.1892167, 16.3999376,0,16,22,30,39
48.2541274, 16.3966095,0,15,20,27,35
48.2573305, 16.3973602,0,19,25,34,44
48.2259598, 16.3701345,0,16,22,29,38
48.255879, 16.3145457,0,12,16,21,28
48.2638891, 16.3014061,1,12,16,22,29
48.1691713, 16.3477342,2,12,17,22,29
48.1569641, 16.3922294,0,16,21,28,37
48.1664903, 16.3581618,0,17,22,30,39
48.1755815, 16.3261554,4,13,18,24,32
48.1579118, 16.3997411,2,13,17,23,30
48.1716023, 16.4145326,0,14,19,25,33
48.1719824, 16.4129973,2,7,9,12,16
48.1630711, 16.4093574,1,15,21,28,36
48.1599247, 16.4049986,3,17,23,30,40
48.1769878, 16.3264153,0,13,18,24,32
48.1780814, 16.3266084,0,18,24,33,43
48.1811658, 16.3269899,0,15,21,28,37
48.1564153, 16.3948808,0,16,21,28,37
48.165862, 16.4106412,1,13,17,23,30
48.1720319, 16.3286655,0,14,19,25,33
48.172158, 16.3277153,0,11,15,21,27
48.1528325, 16.3817967,0,17,23,31,41
48.1745796, 16.3793068,0,18,24,32,42
48.1731617, 16.3809247,0,17,22,30,39
48.1731448, 16.3805491,0,15,21,28,37
48.1670324, 16.3874621,0,16,22,29,38
48.1678927, 16.3862346,0,15,20,26,35
48.1647136, 16.3907812,2,14,19,26,34
48.1548024, 16.3961768,0,16,21,29,38
48.1529286, 16.396792,3,15,20,26,35
48.1493672, 16.3964822,0,20,27,36,47
48.1485324, 16.3968715,2,12,16,21,28
48.1524323, 16.3974146,0,14,18,25,32
48.1527734, 16.405472,0,17,23,31,41
48.1526027, 16.4034196,2,18,24,32,42
48.2875558, 16.3835745,2,12,16,21,28
48.1981277, 16.3949452,0,15,20,27,36
48.2007975, 16.3926247,4,10,14,18,24
48.1850701, 16.3999334,0,18,24,32,42
48.2061801, 16.3842279,3,14,19,25,33
48.1927213, 16.39883,0,11,15,20,26
48.2024249, 16.3906815,0,13,18,24,32
48.1885785, 16.3999683,3,12,16,21,28
48.2073291, 16.3803157,0,15,21,28,37
48.1907045, 16.4007724,0,16,22,30,39
48.204097, 16.3888094,0,16,21,28,37
48.1467901, 16.3973085,1,18,25,33,43
48.1621868, 16.3121256,2,15,20,27,36
48.137145, 16.2208872,1,12,17,22,30
48.1911834, 16.3472594,0,17,22,30,40
48.1930075, 16.3491051,0,15,20,27,36
48.1907216, 16.3442134,3,8,11,15,20
48.2393586, 16.4487071,2,17,23,31,40
48.2260808, 16.2831442,0,15,21,28,37
48.2206559, 16.3602488,0,15,20,27,35
48.1307064, 16.2887977,0,13,18,24,32
48.1308039, 16.2881005,2,11,15,20,26
48.1277721, 16.307569,0,13,18,24,32
48.1277933, 16.3068847,0,13,18,24,32
48.1291302, 16.309739,3,11,15,20,26
48.1265241, 16.31451,3,11,15,21,27
48.126687, 16.3138662,0,11,15,20,26
48.1257892, 16.3181095,2,14,19,25,33
48.1258563, 16.3176189,0,18,25,33,44
48.129308, 16.309777,0,12,17,22,30
48.1359026, 16.2671359,0,17,23,31,41
48.1386086, 16.2670719,0,17,23,31,41
48.1390505, 16.266931,0,15,20,27,35
48.1390714, 16.2676498,2,14,18,25,33
48.135728, 16.2667763,0,15,20,27,35
48.1360349, 16.2668116,0,13,17,23,30
48.1388878, 16.2637579,0,11,15,20,27
48.1384617, 16.2605535,0,12,16,21,28
48.1378822, 16.2566504,2,12,16,22,29
48.1380742, 16.2378569,1,14,19,26,34
48.155218, 16.3960003,0,17,23,30,40
48.1368753, 16.3991746,0,15,20,26,35
48.1742526, 16.3798518,0,18,24,32,42
48.1289488, 16.3097003,0,10,14,19,25
48.125826, 16.304963,0,17,22,30,40
48.1287892, 16.3096662,0,15,21,28,36
48.2628037, 16.4326289,0,14,19,25,33
48.2442434, 16.2596798,0,17,23,31,40
48.1300493, 16.3155999,0,16,21,28,37
48.1409821, 16.2979985,0,14,19,25,33
48.1412175, 16.2984793,0,13,17,23,30
48.1410854, 16.3035293,0,19,25,34,45
48.1410936, 16.3037848,2,16,22,29,38
48.1288812, 16.3179991,0,17,23,31,41
48.1289719, 16.3183998,4,12,17,23,30
48.131996, 16.315527,0,16,21,28,38
48.1320398, 16.3153472,3,15,21,28,36
48.1351961, 16.3165255,0,11,15,20,27
48.12607, 16.3179815,0,15,21,28,37
48.1312058, 16.3187199,0,12,17,22,29
48.1380828, 16.2880812,0,19,25,34,44
48.1439912, 16.322931,3,14,19,26,34
48.1572136, 16.3189497,3,17,23,31,41
48.1414435, 16.3235961,0,14,19,26,34
48.1414542, 16.3237033,0,12,16,22,29
48.1478056, 16.3216849,3,16,21,29,38
48.160877, 16.3180445,0,15,21,28,36
48.1492188, 16.3927528,0,14,19,25,33
48.1318758, 16.2632037,0,10,13,18,23
48.1496675, 16.3341459,0,12,16,22,29
48.1496893, 16.3341025,0,12,17,23,30
48.213071, 16.3743703,0,15,20,26,35
48.1534767, 16.3704236,2,15,21,28,36
48.175943, 16.3355697,0,19,26,34,45
48.2541421, 16.3944543,0,13,18,24,31
48.1738187, 16.3893706,3,13,18,24,31
48.223875, 16.5054006,0,16,21,28,38
48.1756392, 16.3291392,2,13,18,24,31
48.2313356, 16.3518623,0,9,12,16,22
48.2315082, 16.3536847,0,15,20,27,36
48.2324203, 16.3535922,0,14,18,24,32
48.2372691, 16.3490512,0,18,24,33,43
48.2389184, 16.3492922,0,16,21,29,38
48.2404772, 16.3408432,0,15,20,27,35
48.240494, 16.3415719,0,13,17,23,30
48.2405615, 16.3391745,0,13,18,24,32
48.2406374, 16.3374337,3,14,19,26,34
48.2432506, 16.3218504,0,13,17,23,31
48.24482, 16.3182732,0,18,24,32,42
48.2510027, 16.3015684,3,13,18,24,32
48.2517664, 16.2969725,2,10,13,18,24
48.1944159, 16.4090802,2,9,13,17,23
48.20038, 16.3982633,0,14,18,24,32
48.2068324, 16.380141,0,16,21,29,38
48.2248, 16.5016962,2,13,18,24,32
48.2249694, 16.496797,2,12,16,21,28
48.1779186, 16.378489,0,17,23,31,41
48.226712, 16.4881347,0,13,17,23,30
48.1376775, 16.2812225,2,11,15,21,27
48.169767, 16.4320499,0,17,23,31,41
48.1722275, 16.4270372,0,16,21,28,37
48.1599897, 16.4851582,0,13,17,23,31
48.2537521, 16.3481918,3,12,17,22,30
48.2545356, 16.3492148,0,20,27,36,47
48.255621, 16.3424016,0,16,21,28,38
48.2557254, 16.3423284,0,14,19,25,33
48.27475, 16.3754481,2,15,20,27,35
48.277728, 16.3688371,0,11,15,21,27
48.2779878, 16.3698397,3,15,20,26,35
48.2789502, 16.3677458,1,12,16,21,28
48.2542639, 16.4593478,3,14,19,26,34
48.2549758, 16.456509,0,13,17,23,30
48.2571874, 16.4493524,0,17,22,30,39
48.2824839, 16.4965663,1,15,20,27,36
48.1669074, 16.2570569,1,17,23,31,41
48.2041484, 16.3945759,0,11,15,21,27
48.2053375, 16.3949073,0,13,18,24,32
48.1931558, 16.404936,0,17,22,30,39
48.1762847, 16.4398724,2,16,22,29,39
48.1774239, 16.4406003,0,17,23,31,41
48.1792233, 16.4209315,0,15,20,27,36
48.1746582, 16.4204156,2,11,15,20,27
48.1758952, 16.4147535,0,13,17,23,31
48.1779798, 16.4139615,0,12,16,21,28
48.2571326, 16.3991967,0,15,20,26,35
48.2694474, 16.3874618,2,15,20,27,36
48.260184, 16.3891258,0,15,20,27,35
48.2593319, 16.3961141,0,16,22,29,38
48.1706441, 16.3111086,0,16,22,29,38
48.1741953, 16.3133243,0,16,21,29,38
48.1740166, 16.3168294,0,10,13,18,24
48.1741988, 16.3163804,0,17,23,31,41
48.1815538, 16.3245554,0,15,20,27,35
48.181906, 16.324569,3,12,16,22,29
48.2506311, 16.280662,2,16,22,29,38
48.2562761, 16.4007912,3,14,19,25,33
48.1952021, 16.3632645,0,18,24,32,42
48.2174492, 16.4105624,0,12,16,22,29
48.1714936, 16.3330051,2,15,20,27,35
48.1803318, 16.3241118,0,17,22,30,40
48.2242272, 16.3057604,0,16,21,29,38
48.2257895, 16.3090166,0,13,17,23,31
48.2235782, 16.3026252,0,10,14,19,25
48.2477742, 16.2188292,2,15,20,27,36
48.2469992, 16.2188504,0,15,21,28,36
48.2468254, 16.21712,0,16,21,28,38
48.2471119, 16.403182,0,14,19,25,33
48.1422199, 16.2888888,0,11,15,20,27
48.1624053, 16.444447,0,16,21,29,38
48.1678793, 16.4261386,0,15,20,27,36
48.1680879, 16.4257686,0,16,21,29,38
48.1575778, 16.328973,0,16,21,28,37
48.2761877, 16.4462112,0,13,18,24,32
48.2989647, 16.4157377,2,15,21,28,37
48.2940889, 16.4132483,3,18,24,32,42
48.2962372, 16.4406463,1,15,20,27,35
48.1695347, 16.4198845,0,15,20,26,35
48.155436, 16.3609989,3,13,17,23,30
48.1477794, 16.391743,0,15,20,27,36
48.1445825, 16.3600984,3,17,22,30,40
48.1658523, 16.3144873,0,20,27,37,48
48.166492, 16.3155668,0,14,19,26,34
48.1652416, 16.3160142,4,7,10,14,18
48.2571841, 16.4040037,0,15,20,26,35
48.2587504, 16.409301,0,16,21,28,37
48.2589283, 16.4100718,0,14,19,25,33
48.2602348, 16.4154882,2,14,19,25,33
48.2603704, 16.416044,0,16,21,28,37
48.2617259, 16.421825,3,14,19,26,34
48.2660798, 16.4321196,3,19,26,34,45
48.269026, 16.4388609,0,17,23,31,41
48.2692861, 16.4391098,0,17,23,31,41
48.2693779, 16.4398659,0,16,21,28,37
48.2697663, 16.442987,2,11,15,20,26
48.2698228, 16.4434521,0,13,17,23,31
48.2702769, 16.4476699,0,16,21,28,37
48.2699802, 16.4480612,2,10,13,18,24
48.270418, 16.4519314,3,13,18,24,32
48.2698795, 16.4514036,0,17,23,31,40
48.2683962, 16.4486262,0,18,25,33,44
48.2623153, 16.4258234,0,17,23,31,41
48.2622902, 16.425445,0,10,14,19,25
48.2624558, 16.4279369,4,10,14,19,25
48.2627437, 16.4318855,0,18,25,33,43
48.2630786, 16.4363293,0,13,18,24,32
48.2630713, 16.4367737,0,15,20,27,36
48.2634425, 16.4404196,0,16,21,29,38
48.2631977, 16.4404607,0,16,21,28,38
48.2663573, 16.4395754,0,16,22,29,38
48.2665772, 16.4395166,2,15,20,26,35
48.2731407, 16.4422926,0,15,21,28,37
48.2773552, 16.4541974,0,11,14,19,26
48.2747993, 16.4537875,3,18,24,32,42
48.2718704, 16.4533707,0,17,23,31,40
48.1415398, 16.2924501,0,12,16,22,29
48.1418333, 16.2911203,0,18,24,32,42
48.152227, 16.2823331,3,14,19,25,33
48.1506855, 16.268467,0,15,20,27,35
48.1490489, 16.2591126,3,14,18,24,32
48.14424, 16.2622168,0,15,20,26,35
48.1445427, 16.2620108,3,12,17,22,29
48.1392095, 16.2602093,3,14,19,25,33
48.1358246, 16.2629754,0,17,23,30,40
48.2131015, 16.4760325,3,14,19,25,33
48.204669, 16.2812704,2,16,21,29,38
48.1972876, 16.2807195,0,21,28,38,50
48.1975109, 16.2813219,0,18,24,32,42
48.1965567, 16.276839,0,15,20,27,36
48.1933952, 16.2742625,0,14,18,24,32
48.1915195, 16.2871423,0,17,23,30,40
48.1950043, 16.2863501,0,15,20,27,35
48.1968766, 16.2867852,0,18,24,32,42
48.1969853, 16.267387,1,12,17,22,29
48.199376, 16.2688853,0,19,26,34,45
48.2005373, 16.2658691,0,14,19,26,34
48.2021581, 16.2610521,0,18,24,32,42
48.2023925, 16.2611608,0,18,24,33,43
48.2051712, 16.2625631,0,18,24,32,42
48.2062378, 16.2607426,2,14,19,25,34
48.2061711, 16.260589,0,14,19,26,34
48.2087514, 16.2616261,2,12,16,21,28
48.2037887, 16.260035,0,16,21,28,37
48.2007742, 16.2639676,2,15,20,26,35
48.1955151, 16.4092518,0,18,24,32,42
48.1990242, 16.3971211,2,9,12,16,21
48.164333, 16.4726586,3,15,20,26,35
48.1878008, 16.3451636,0,16,22,29,39
48.1626641, 16.4181094,0,16,21,28,37
48.3012099, 16.4165526,3,13,18,24,32
48.1849819, 16.3355587,4,9,13,17,23
48.2273186, 16.2799245,3,12,16,21,28
48.2143494, 16.2845351,3,11,15,21,27
48.1465319, 16.296984,0,13,17,23,30
48.2064211, 16.3699959,0,17,23,31,41
48.2518625, 16.3656782,0,15,20,27,35
48.2325218, 16.3704358,3,11,15,20,27
48.2329567, 16.3701846,0,14,18,25,32
48.2407008, 16.3653878,0,14,19,26,34
48.2409667, 16.3655817,3,15,20,27,35
48.2265912, 16.3701201,0,13,17,23,31
48.2439138, 16.3679495,2,14,18,24,32
48.2196215, 16.3891229,0,15,20,27,35
48.2375635, 16.3650898,0,16,21,28,37
48.2543659, 16.3666563,0,17,23,31,41
48.2225241, 16.3758243,3,11,15,20,27
48.2205276, 16.3864962,0,12,16,22,28
48.2192912, 16.3803675,0,13,18,24,32
48.2195819, 16.3799276,0,14,19,26,34
48.221637, 16.3820673,0,18,24,32,43
48.2226117, 16.3824963,3,13,17,23,31
48.222738, 16.3856749,0,19,25,34,44
48.229734, 16.3711032,0,17,23,31,41
48.2362779, 16.3653611,0,14,19,26,34
48.2364181, 16.3653249,0,15,20,27,35
48.2133183, 16.2266505,0,18,24,32,42
48.2379985, 16.4237543,0,14,19,26,34
48.2399979, 16.4210093,1,14,19,25,33
48.2418939, 16.4086079,0,14,19,26,34
48.2567347, 16.4011459,0,12,16,22,29
48.24492, 16.4049389,0,16,22,30,39
48.2458506, 16.40489,4,15,21,28,36
48.245562, 16.4010829,0,14,19,26,34
48.2464087, 16.4014298,0,18,25,33,43
48.2344169, 16.4212072,2,18,24,32,42
48.2461714, 16.3985725,0,17,23,30,40
48.246393, 16.3951784,0,16,22,30,39
48.2464723, 16.395398,0,18,24,32,42
48.2467767, 16.3990314,3,14,19,26,34
48.2421403, 16.4165092,1,16,21,28,37
48.2412592, 16.4047262,0,17,23,31,40
48.2442463, 16.407895,0,17,23,31,40
48.2448951, 16.4085518,0,15,20,27,35
48.2444391, 16.4100634,0,14,19,25,33
48.2445957, 16.410201,2,11,15,20,26
48.2280938, 16.4291798,1,12,16,21,28
48.2169991, 16.4832385,0,16,22,29,39
48.2166012, 16.4830841,1,13,18,24,31
48.2168892, 16.4325628,1,9,13,17,22
48.2173031, 16.4319626,0,23,30,41,54
48.217954, 16.4613557,3,14,19,25,33
48.2180497, 16.4612252,0,18,25,33,43
48.2132473, 16.4511121,0,14,18,24,32
48.2133425, 16.4501981,2,13,18,24,32
48.2294777, 16.4190512,3,14,19,25,33
48.2221684, 16.4253466,0,16,22,29,39
48.2134831, 16.4416209,2,14,19,25,33
48.2127217, 16.455661,2,14,19,26,34
48.2129361, 16.4561003,0,13,18,24,32
48.2186675, 16.4578317,0,20,27,36,47
48.2255566, 16.4242457,0,14,18,24,32
48.220169, 16.4280487,4,16,21,28,37
48.1931825, 16.467318,2,13,17,23,30
48.1933626, 16.4670353,0,13,18,24,32
48.2285012, 16.4203607,0,15,20,27,36
48.226119, 16.4235006,0,16,22,29,38
48.2266229, 16.4228242,0,16,21,28,38
48.2142025, 16.4714228,3,16,22,29,39
48.217537, 16.4859409,2,10,14,19,25
48.2175998, 16.4854302,0,16,21,28,37
48.2198404, 16.4583756,0,13,18,24,31
48.2172806, 16.4573824,0,15,21,28,37
48.2177167, 16.4575497,0,17,23,30,40
48.2126635, 16.4789728,2,17,23,30,40
48.2128072, 16.4783362,0,11,14,19,26
48.2069117, 16.4803761,2,13,18,24,32
48.2069523, 16.4802064,0,19,25,33,44
48.2363856, 16.4370614,0,14,19,25,34
48.2364227, 16.4373989,0,15,20,27,36
48.2298593, 16.4396324,0,15,21,28,37
48.2300277, 16.4395957,4,16,22,29,39
48.2074954, 16.4769665,0,19,25,34,45
48.2087753, 16.4884697,0,12,17,23,30
48.2179319, 16.4409098,0,12,16,22,29
48.2160742, 16.4409207,2,7,10,14,18
48.2024355, 16.4652749,3,16,21,28,37
48.2028436, 16.464491,0,17,23,30,40
48.2093112, 16.4861408,0,16,21,29,38
48.209319, 16.486071,3,12,16,21,28
48.2390933, 16.4305196,0,13,18,24,32
48.2395485, 16.4307598,0,15,20,26,35
48.2124321, 16.4560084,0,18,24,32,42
48.2261702, 16.4405259,4,11,15,20,27
48.2054503, 16.486654,2,12,16,21,28
48.2039996, 16.4756363,0,13,18,24,31
48.2041027, 16.4757668,0,12,16,22,29
48.1995824, 16.4700289,3,13,18,24,31
48.217793, 16.4800185,0,14,19,26,34
48.2178461, 16.4800485,0,16,22,30,39
48.2049158, 16.4559928,0,12,17,23,30
48.2049922, 16.4557326,2,11,14,19,25
48.2113491, 16.4788034,0,15,21,28,36
48.2044433, 16.4587715,0,16,22,29,38
48.2079189, 16.4546249,3,14,19,26,34
48.2056748, 16.4540459,0,16,21,29,38
48.2058833, 16.4528404,2,12,16,22,29
48.2218633, 16.4408938,2,14,19,25,33
48.2337515, 16.4386791,0,14,19,25,33
48.2256129, 16.5206483,2,20,26,35,46
48.2283491, 16.521717,0,10,14,18,24
48.2285328, 16.5217913,0,15,20,27,35
48.2129963, 16.5290358,0,14,18,24,32
48.2248299, 16.5315088,3,15,20,27,36
48.2497841, 16.5256627,1,13,17,23,31
48.2498389, 16.5252976,0,14,18,25,32
48.2442444, 16.5311856,0,14,19,25,33
48.2342553, 16.5215651,1,14,18,25,33
48.2343795, 16.5216126,0,14,18,24,32
48.2494892, 16.5326815,2,14,19,26,34
48.2266035, 16.4446274,2,14,19,26,34
48.2421317, 16.4500792,0,15,20,26,35
48.243398, 16.4467436,0,13,17,23,31
48.2364818, 16.4475655,3,15,20,26,35
48.2443374, 16.4440695,4,11,15,20,27
48.2274844, 16.4469836,0,13,18,24,32
48.2275049, 16.4475836,0,12,17,22,29
48.2330336, 16.4466435,0,20,27,36,47
48.2332983, 16.446698,3,12,17,22,30
48.2454641, 16.4396449,4,13,18,24,31
48.2080734, 16.3773133,0,17,23,31,40
48.2000094, 16.3771325,0,16,21,29,38
48.2135211, 16.3919211,0,15,20,27,35
48.2029027, 16.402691,2,11,15,21,27
48.2036191, 16.4024611,0,16,22,29,39
48.2091148, 16.3971533,2,12,16,21,28
48.2098373, 16.3978907,3,14,19,25,34
48.2114811, 16.3955619,0,15,21,28,36
48.2028473, 16.4056247,0,15,20,27,35
48.197304, 16.4111421,0,11,15,21,27
48.1989074, 16.4139157,0,12,17,22,30
48.1991514, 16.4141457,2,12,16,22,29
48.2142846, 16.3933543,3,14,18,25,33
48.2462206, 16.3749665,0,12,16,22,28
48.2464215, 16.3749593,0,12,17,22,30
48.2387053, 16.3864844,0,19,26,35,46
48.2388609, 16.3863083,0,14,19,26,34
48.233042, 16.3747569,0,15,20,27,35
48.2334982, 16.3747353,2,8,11,14,19
48.2346456, 16.3751996,0,13,17,23,30
48.2347414, 16.3753368,0,15,21,28,36
48.2364785, 16.3785259,0,9,13,17,23
48.237762, 16.3816009,2,11,15,21,27
48.2374362, 16.3805063,0,14,19,25,33
48.2366006, 16.388908,0,16,21,28,37
48.2434078, 16.3796399,0,16,22,29,38
48.2439447, 16.3800106,2,12,17,22,30
48.2263106, 16.3703729,0,15,20,27,36
48.2177831, 16.3819496,3,9,12,16,21
48.2493594, 16.3753244,3,7,10,13,18
48.2158835, 16.3826558,0,11,15,20,27
48.2284036, 16.3736241,0,17,23,31,40
48.2156463, 16.3798368,0,14,19,25,33
48.2163345, 16.380426,0,16,21,28,37
48.244021, 16.3769705,0,14,18,25,32
48.2441552, 16.3768351,0,18,24,33,43
48.2201705, 16.3763181,0,14,19,26,34
48.2203781, 16.3760099,0,17,23,30,40
48.2148523, 16.3841023,0,12,16,22,29
48.21641, 16.386284,0,14,19,26,34
48.2223553, 16.3748802,0,13,17,23,31
48.230719, 16.3753781,0,14,19,25,33
48.2170702, 16.3776016,0,11,15,21,27
48.2172055, 16.3775914,0,16,21,28,37
48.2346242, 16.3850648,0,16,21,28,37
48.2294654, 16.3768701,2,15,20,27,36
48.1688584, 16.3446019,1,16,21,28,37
48.2037659, 16.3697229,0,14,19,25,33
48.1702883, 16.37886,0,14,19,26,34
48.1744421, 16.3316007,0,16,22,29,38
48.1742777, 16.3604143,2,10,14,19,25
48.175171, 16.3569807,0,17,23,30,40
48.1753818, 16.3565054,0,15,20,26,35
48.1710955, 16.3368691,0,10,13,18,23
48.174068, 16.3635818,0,16,21,29,38
48.1699809, 16.3447321,0,16,22,29,39
48.1723588, 16.3661361,3,11,15,21,27
48.1707886, 16.375324,0,16,22,30,39
48.1757002, 16.3524393,0,16,21,29,38
48.1734533, 16.3450193,0,18,24,32,43
48.1710755, 16.3053521,0,17,22,30,39
48.1719096, 16.3119121,0,13,18,24,31
48.1743193, 16.3127468,0,11,15,21,27
48.1710746, 16.3087714,3,11,15,20,26
48.1728341, 16.3010238,3,18,24,32,42
48.1755743, 16.2914652,0,12,17,22,30
48.1750968, 16.2974708,0,13,18,24,32
48.1753537, 16.2974053,3,11,15,20,26
48.1748518, 16.314483,0,15,20,27,35
48.1786815, 16.3238233,0,12,16,22,29
48.1773329, 16.3262046,0,15,20,27,35
48.1780468, 16.3206529,0,10,13,18,24
48.1789228, 16.3209662,0,18,25,33,44
48.1805682, 16.3211869,0,9,13,17,22
48.1643672, 16.3155134,0,15,20,27,35
48.1615187, 16.3247045,3,10,13,18,23
48.1605702, 16.3297697,0,13,17,23,31
48.1606352, 16.3294791,0,14,18,25,33
48.1625676, 16.314046,0,11,15,20,27
48.1572764, 16.333178,0,9,12,17,22
48.1573145, 16.3330448,0,17,23,31,41
48.167714, 16.3047334,0,19,26,35,46
48.1552355, 16.3454056,0,14,19,26,34
48.1553512, 16.345054,2,16,21,28,37
48.1625508, 16.3221537,0,16,22,30,39
48.1590087, 16.3299083,0,13,17,23,31
48.1656774, 16.3035868,2,13,18,24,32
48.1574075, 16.3314669,0,14,18,25,33
48.1539156, 16.3487741,0,15,20,27,36
48.1424649, 16.3431244,0,14,18,25,32
48.1632346, 16.3187464,0,18,24,32,42
48.1435179, 16.3416941,0,17,23,31,41
48.1569976, 16.3286158,0,13,17,23,31
48.1532707, 16.3629999,0,16,22,29,38
48.1526006, 16.3817437,0,12,17,22,30
48.1509488, 16.3763881,3,16,21,29,38
48.1497871, 16.3819831,2,14,19,26,34
48.1539772, 16.3645515,3,14,19,25,33
48.1546111, 16.3641821,0,13,18,24,32
48.1380761, 16.3977327,2,13,18,24,32
48.1395811, 16.3922464,0,15,20,27,35
48.1387054, 16.3946536,0,15,20,27,35
48.1370674, 16.4073391,2,13,17,23,30
48.1324354, 16.4178798,1,14,19,25,33
48.1314191, 16.4233594,0,14,19,26,34
48.1403903, 16.3902052,0,11,15,20,27
48.1379753, 16.3994309,0,17,23,31,41
48.1379794, 16.3998874,3,12,16,22,28
48.1374758, 16.4042391,0,16,21,29,38
48.137539, 16.404252,0,19,25,34,45
48.1329242, 16.4141801,2,13,17,23,31
48.1359203, 16.4120121,1,18,24,32,43
48.1528091, 16.3860482,0,14,18,25,33
48.1488703, 16.3856061,3,13,17,23,30
48.1434442, 16.3821056,3,9,12,16,21
48.146257, 16.3890967,3,14,18,24,32
48.1508006, 16.3897596,3,10,14,18,24
48.1458131, 16.3614856,0,15,21,28,36
48.2190546, 16.3204267,0,17,23,30,40
48.219443, 16.3205457,2,15,21,28,37
48.2036735, 16.3167285,2,12,17,23,30
48.2038226, 16.3166373,0,15,20,27,35
48.2371173, 16.3419617,4,12,17,23,30
48.2395319, 16.3437859,3,8,11,15,20
48.2276813, 16.3272894,0,12,17,23,30
48.227963, 16.3276499,0,15,20,26,35
48.2315071, 16.3285979,0,18,25,33,43
48.2446581, 16.3611817,0,15,21,28,36
48.2370767, 16.348018,0,13,17,23,30
48.2106371, 16.3186266,0,12,16,21,28
48.1987458, 16.3189473,0,12,16,21,28
48.1960847, 16.3183538,2,18,24,32,42
48.1963876, 16.3184981,0,16,21,28,37
48.1929308, 16.3166175,3,16,21,28,37
48.1838898, 16.3286227,3,12,16,22,29
48.2139152, 16.3189632,0,14,18,25,33
48.2143681, 16.3190324,0,20,26,35,46
48.2091984, 16.318118,0,15,21,28,36
48.2238539, 16.3227524,0,18,24,32,42
48.1837215, 16.3240602,0,17,22,30,39
48.2451958, 16.3500466,3,17,23,31,41
48.2110271, 16.3187623,0,14,18,24,32
48.211818, 16.3189789,0,14,19,25,33
48.243001, 16.3488491,3,13,18,24,32
48.2346268, 16.3282437,2,13,17,23,30
48.2347538, 16.3278918,0,16,22,29,38
48.2159547, 16.3194213,4,12,17,22,29
48.2165027, 16.3195949,0,18,24,33,43
48.2456821, 16.3707189,0,11,15,20,26
48.2177713, 16.4125619,0,14,19,26,34
48.2182626, 16.4118423,0,15,20,26,35
48.2361788, 16.3894041,2,12,16,22,29
48.2452406, 16.3750402,4,12,16,22,29
48.245472, 16.3627722,0,11,15,20,26
48.248993, 16.3645316,0,14,18,24,32
48.2210827, 16.4078839,4,11,14,19,26
48.2213868, 16.4074404,0,12,17,22,29
48.2316599, 16.3947389,0,13,17,23,30
48.2320394, 16.3942922,3,9,12,16,21
48.221045, 16.405791,0,12,16,22,29
48.2233161, 16.4028473,0,15,20,27,36
48.223828, 16.4021835,0,14,19,25,33
48.2136688, 16.4182986,0,18,24,32,42
48.2138184, 16.4180937,2,14,19,25,33
48.2293073, 16.3975628,2,15,20,27,36
48.2108788, 16.4216082,0,11,15,20,26
48.21653, 16.4142766,3,13,18,24,32
48.2244751, 16.4013822,0,14,19,25,33
48.2261956, 16.4011894,0,14,19,25,33
48.1651348, 16.3677911,0,18,24,33,43
48.159794, 16.4046017,0,17,23,31,41
48.1837268, 16.3370894,0,14,19,26,34
48.1910257, 16.3578608,0,13,18,24,32
48.2229682, 16.3960909,0,14,19,25,33
48.2210225, 16.4003729,2,10,14,19,25
48.2246035, 16.5013409,0,18,25,33,44
48.2467035, 16.4724236,2,17,23,31,41
48.2510227, 16.4768974,1,13,18,24,32
48.2031645, 16.5184743,0,16,22,29,38
48.2060819, 16.5154607,2,18,24,32,42
48.20981, 16.5363619,3,14,19,26,34
