lAT, LON, type, SPs (30), SPs (60), SPs (100), SPs (150)
48.24459365, 14.37064581,2,10,14,19,25
48.23524136, 14.37927467,1,15,20,27,35
48.24174009, 14.37444422,2,14,18,24,32
48.24765969, 14.36147112,1,10,14,18,24
48.2505128, 14.35767156,3,11,15,20,27
48.25315353, 14.35924808,2,16,22,29,38
48.25701057, 14.35283698,1,17,22,30,40
48.25965136, 14.35441346,2,14,19,26,34
48.24839819, 14.36558062,3,16,21,28,37
48.2511983, 14.3631253,3,15,20,27,36
48.25193673, 14.36723511,3,15,21,28,36
48.24734067, 14.3695349,2,18,24,32,42
48.24998123, 14.37111193,3,11,14,19,26
48.25262176, 14.37268913,2,16,22,29,38
48.25479004, 14.36343556,3,14,18,24,32
48.25552846, 14.36754567,1,14,19,25,33
48.25816904, 14.36912287,1,14,18,25,33
48.26128804, 14.35860133,2,14,18,24,32
48.24712766, 14.3749107,2,11,15,21,27
48.24786566, 14.37902035,2,15,20,27,36
48.25325319, 14.37948741,1,19,25,34,44
48.24822941, 14.39253791,1,14,19,26,34
48.32440803, 14.35730498,1,14,19,26,34
48.34383118, 14.27521847,1,13,17,23,30
48.34737095, 14.27687004,1,14,19,26,34
48.34811252, 14.28098643,1,16,21,28,37
48.34446851, 14.28202778,1,14,18,25,32
48.35434608, 14.28286766,1,13,18,24,32
48.3433095, 14.28868436,1,16,21,28,37
48.34484395, 14.29557035,1,12,16,22,29
48.35028398, 14.29468312,2,15,20,27,36
48.34748546, 14.29714678,1,17,22,30,39
48.35493065, 14.29102539,1,18,24,32,42
48.34722348, 14.30388015,1,14,19,26,34
48.35361394, 14.30172367,1,18,24,32,42
48.3515558, 14.30830419,1,17,23,31,41
48.36216653, 14.29029057,1,12,16,22,29
48.36480809, 14.2918673,1,11,15,21,27
48.36929782, 14.29225013,1,14,18,25,33
48.37473778, 14.29136223,1,17,23,31,41
48.37827725, 14.29301605,1,14,19,26,34
48.34326428, 14.31299919,1,13,17,23,31
48.3467509, 14.31600005,1,18,25,33,44
48.3439519, 14.31846237,1,15,20,27,36
48.35050032, 14.31226762,1,9,12,16,21
48.35483229, 14.31669269,1,15,21,28,36
48.34184007, 14.32638749,1,16,21,28,38
48.34817827, 14.32558073,1,15,20,27,36
48.34252703, 14.3318507,1,16,21,28,37
48.34886526, 14.33104462,1,14,19,26,34
48.343108, 14.34000712,1,11,15,20,27
